"Plot Title: David"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20195878, SEN S/N: 20195878)","Full Range, μS/cm (LGR S/N: 20195878, SEN S/N: 20195878)","Temp, °F (LGR S/N: 20195878, SEN S/N: 20195878)","Bad Battery (LGR S/N: 20195878)","Coupler Detached (LGR S/N: 20195878)","Good Battery (LGR S/N: 20195878)","End Of File (LGR S/N: 20195878)"
2490,01/08/21 05:44:52 PM,15.5,12.5,41.54,,,,
2491,01/08/21 05:54:52 PM,15.5,12.5,41.58,,,,
2492,01/08/21 06:04:52 PM,15.6,12.5,41.59,,,,
2493,01/08/21 06:14:52 PM,15.7,12.5,41.59,,,,
2494,01/08/21 06:24:52 PM,15.6,12.5,41.59,,,,
2495,01/08/21 06:34:52 PM,15.6,12.5,41.61,,,,
2496,01/08/21 06:44:52 PM,15.6,12.9,41.61,,,,
2497,01/08/21 06:54:52 PM,15.6,12.5,41.61,,,,
2498,01/08/21 07:04:52 PM,15.5,12.5,41.63,,,,
2499,01/08/21 07:14:52 PM,15.5,12.5,41.63,,,,
2500,01/08/21 07:24:52 PM,15.5,12.5,41.61,,,,
2501,01/08/21 07:34:52 PM,15.5,12.1,41.61,,,,
2502,01/08/21 07:44:52 PM,15.4,12.5,41.61,,,,
2503,01/08/21 07:54:52 PM,15.5,12.5,41.59,,,,
2504,01/08/21 08:04:52 PM,15.4,12.5,41.61,,,,
2505,01/08/21 08:14:52 PM,15.4,12.5,41.59,,,,
2506,01/08/21 08:24:52 PM,15.4,12.5,41.59,,,,
2507,01/08/21 08:34:52 PM,15.5,12.5,41.59,,,,
2508,01/08/21 08:44:52 PM,15.4,12.5,41.59,,,,
2509,01/08/21 08:54:52 PM,15.5,12.5,41.58,,,,
2510,01/08/21 09:04:52 PM,15.5,12.5,41.58,,,,
2511,01/08/21 09:14:52 PM,15.5,12.9,41.58,,,,
2512,01/08/21 09:24:52 PM,15.5,12.5,41.54,,,,
2513,01/08/21 09:34:52 PM,15.5,12.1,41.52,,,,
2514,01/08/21 09:44:52 PM,15.5,12.5,41.52,,,,
2515,01/08/21 09:54:52 PM,15.4,12.5,41.50,,,,
2516,01/08/21 10:04:52 PM,15.5,12.5,41.49,,,,
2517,01/08/21 10:14:52 PM,15.4,12.5,41.49,,,,
2518,01/08/21 10:24:52 PM,15.4,12.1,41.49,,,,
2519,01/08/21 10:34:52 PM,15.5,12.5,41.45,,,,
2520,01/08/21 10:44:52 PM,15.4,12.5,41.45,,,,
2521,01/08/21 10:54:52 PM,15.4,12.5,41.47,,,,
2522,01/08/21 11:04:52 PM,15.5,12.5,41.45,,,,
2523,01/08/21 11:14:52 PM,15.4,12.5,41.45,,,,
2524,01/08/21 11:24:52 PM,15.4,12.5,41.41,,,,
2525,01/08/21 11:34:52 PM,15.4,12.5,41.40,,,,
2526,01/08/21 11:44:52 PM,15.4,12.5,41.38,,,,
2527,01/08/21 11:54:52 PM,15.4,12.1,41.36,,,,
2528,01/09/21 12:04:52 AM,15.4,12.1,41.34,,,,
2529,01/09/21 12:14:52 AM,15.3,12.1,41.32,,,,
2530,01/09/21 12:24:52 AM,15.4,12.1,41.31,,,,
2531,01/09/21 12:34:52 AM,15.4,12.5,41.27,,,,
2532,01/09/21 12:44:52 AM,15.4,12.1,41.27,,,,
2533,01/09/21 12:54:52 AM,15.3,12.1,41.27,,,,
2534,01/09/21 01:04:52 AM,15.4,12.1,41.22,,,,
2535,01/09/21 01:14:52 AM,15.3,12.1,41.20,,,,
2536,01/09/21 01:24:52 AM,15.4,12.1,41.20,,,,
2537,01/09/21 01:34:52 AM,15.4,12.5,41.18,,,,
2538,01/09/21 01:44:52 AM,15.4,12.5,41.14,,,,
2539,01/09/21 01:54:52 AM,15.3,12.5,41.13,,,,
2540,01/09/21 02:04:52 AM,15.4,12.1,41.11,,,,
2541,01/09/21 02:14:52 AM,15.4,12.1,41.09,,,,
2542,01/09/21 02:24:52 AM,15.4,12.1,41.05,,,,
2543,01/09/21 02:34:52 AM,15.4,12.5,41.00,,,,
2544,01/09/21 02:44:52 AM,15.3,12.1,41.00,,,,
2545,01/09/21 02:54:52 AM,15.3,12.1,40.96,,,,
2546,01/09/21 03:04:52 AM,15.3,12.1,40.95,,,,
2547,01/09/21 03:14:52 AM,15.3,12.5,40.91,,,,
2548,01/09/21 03:24:52 AM,15.3,12.1,40.87,,,,
2549,01/09/21 03:34:52 AM,15.3,12.5,40.87,,,,
2550,01/09/21 03:44:52 AM,15.4,12.5,40.86,,,,
2551,01/09/21 03:54:52 AM,15.4,12.5,40.84,,,,
2552,01/09/21 04:04:52 AM,15.3,12.1,40.78,,,,
2553,01/09/21 04:14:52 AM,15.3,12.1,40.75,,,,
2554,01/09/21 04:24:52 AM,15.3,12.1,40.73,,,,
2555,01/09/21 04:34:52 AM,15.3,12.1,40.71,,,,
2556,01/09/21 04:44:52 AM,15.3,12.1,40.71,,,,
2557,01/09/21 04:54:52 AM,15.3,12.1,40.66,,,,
2558,01/09/21 05:04:52 AM,15.3,12.5,40.64,,,,
2559,01/09/21 05:14:52 AM,15.3,12.1,40.60,,,,
2560,01/09/21 05:24:52 AM,15.3,12.1,40.59,,,,
2561,01/09/21 05:34:52 AM,15.3,12.1,40.57,,,,
2562,01/09/21 05:44:52 AM,15.3,12.1,40.55,,,,
2563,01/09/21 05:54:52 AM,15.3,12.1,40.53,,,,
2564,01/09/21 06:04:52 AM,15.2,12.1,40.51,,,,
2565,01/09/21 06:14:52 AM,15.3,12.1,40.46,,,,
2566,01/09/21 06:24:52 AM,15.2,12.1,40.42,,,,
2567,01/09/21 06:34:52 AM,15.2,12.1,40.41,,,,
2568,01/09/21 06:44:52 AM,15.2,12.1,40.39,,,,
2569,01/09/21 06:54:52 AM,15.2,12.1,40.35,,,,
2570,01/09/21 07:04:52 AM,15.2,12.1,40.33,,,,
2571,01/09/21 07:14:52 AM,15.2,12.5,40.30,,,,
2572,01/09/21 07:24:52 AM,15.3,12.1,40.30,,,,
2573,01/09/21 07:34:52 AM,15.2,12.1,40.26,,,,
2574,01/09/21 07:44:52 AM,15.2,12.1,40.28,,,,
2575,01/09/21 07:54:52 AM,15.1,12.1,40.24,,,,
2576,01/09/21 08:04:52 AM,15.1,12.1,40.21,,,,
2577,01/09/21 08:14:52 AM,15.0,11.8,40.19,,,,
2578,01/09/21 08:24:52 AM,15.0,12.1,40.19,,,,
2579,01/09/21 08:34:52 AM,15.0,12.1,40.21,,,,
2580,01/09/21 08:44:52 AM,15.0,12.1,40.17,,,,
2581,01/09/21 08:54:52 AM,14.8,12.1,40.15,,,,
2582,01/09/21 09:04:52 AM,14.9,12.1,40.14,,,,
2583,01/09/21 09:14:52 AM,14.9,12.1,40.15,,,,
2584,01/09/21 09:24:52 AM,14.8,12.1,40.15,,,,
2585,01/09/21 09:34:52 AM,14.7,12.1,40.14,,,,
2586,01/09/21 09:44:52 AM,14.7,12.1,40.17,,,,
2587,01/09/21 09:54:52 AM,14.5,12.1,40.19,,,,
2588,01/09/21 10:04:52 AM,14.7,12.1,40.19,,,,
2589,01/09/21 10:14:52 AM,14.5,11.8,40.21,,,,
2590,01/09/21 10:24:52 AM,14.5,12.1,40.24,,,,
2591,01/09/21 10:34:52 AM,14.3,11.8,40.30,,,,
2592,01/09/21 10:44:52 AM,14.3,11.4,40.32,,,,
2593,01/09/21 10:54:52 AM,14.3,11.8,40.33,,,,
2594,01/09/21 11:04:52 AM,14.4,11.8,40.46,,,,
2595,01/09/21 11:14:52 AM,14.4,11.8,40.48,,,,
2596,01/09/21 11:24:52 AM,14.5,11.8,40.71,,,,
2597,01/09/21 11:34:52 AM,14.6,11.8,40.57,,,,
2598,01/09/21 11:44:52 AM,14.7,12.1,40.53,,,,
2599,01/09/21 11:54:52 AM,14.7,11.8,40.55,,,,
2600,01/09/21 12:04:52 PM,14.7,12.1,40.55,,,,
2601,01/09/21 12:14:52 PM,14.7,12.1,40.59,,,,
2602,01/09/21 12:24:52 PM,14.7,12.1,40.66,,,,
2603,01/09/21 12:34:52 PM,14.7,12.1,40.64,,,,
2604,01/09/21 12:44:52 PM,14.7,12.1,40.60,,,,
2605,01/09/21 12:54:52 PM,14.8,12.1,40.66,,,,
2606,01/09/21 01:04:52 PM,14.8,12.1,40.69,,,,
2607,01/09/21 01:14:52 PM,14.9,12.1,40.71,,,,
2608,01/09/21 01:24:52 PM,15.0,12.1,40.71,,,,
2609,01/09/21 01:34:52 PM,15.0,12.1,40.75,,,,
2610,01/09/21 01:44:52 PM,15.0,12.1,40.75,,,,
2611,01/09/21 01:54:52 PM,15.0,12.1,40.75,,,,
2612,01/09/21 02:04:52 PM,15.1,12.1,40.78,,,,
2613,01/09/21 02:14:52 PM,15.2,12.1,40.78,,,,
2614,01/09/21 02:24:52 PM,15.1,12.1,40.75,,,,
2615,01/09/21 02:34:52 PM,15.2,12.1,40.73,,,,
2616,01/09/21 02:44:52 PM,15.2,12.1,40.75,,,,
2617,01/09/21 02:54:52 PM,15.2,12.1,40.73,,,,
2618,01/09/21 03:04:52 PM,15.2,12.1,40.75,,,,
2619,01/09/21 03:14:52 PM,15.3,12.5,40.73,,,,
2620,01/09/21 03:24:52 PM,15.3,12.5,40.73,,,,
2621,01/09/21 03:34:52 PM,15.4,12.1,40.71,,,,
2622,01/09/21 03:44:52 PM,15.4,12.5,40.71,,,,
2623,01/09/21 03:54:52 PM,15.3,12.5,40.69,,,,
2624,01/09/21 04:04:52 PM,15.4,12.1,40.68,,,,
2625,01/09/21 04:14:52 PM,15.5,12.5,40.68,,,,
2626,01/09/21 04:24:52 PM,15.4,12.1,40.66,,,,
2627,01/09/21 04:34:52 PM,15.5,12.5,40.66,,,,
2628,01/09/21 04:44:52 PM,15.5,12.5,40.60,,,,
2629,01/09/21 04:54:52 PM,15.5,12.9,40.60,,,,
2630,01/09/21 05:04:52 PM,15.5,12.1,40.59,,,,
2631,01/09/21 05:14:52 PM,15.7,12.1,40.59,,,,
2632,01/09/21 05:24:52 PM,15.7,12.9,40.55,,,,
2633,01/09/21 05:34:52 PM,15.7,12.5,40.51,,,,
2634,01/09/21 05:44:52 PM,15.7,12.5,40.51,,,,
2635,01/09/21 05:54:52 PM,15.7,12.5,40.46,,,,
2636,01/09/21 06:04:52 PM,15.7,12.5,40.42,,,,
2637,01/09/21 06:14:52 PM,15.7,12.5,40.42,,,,
2638,01/09/21 06:24:52 PM,15.7,12.9,40.41,,,,
2639,01/09/21 06:34:52 PM,15.7,12.9,40.39,,,,
2640,01/09/21 06:44:52 PM,15.6,12.9,40.35,,,,
2641,01/09/21 06:54:52 PM,15.7,12.5,40.32,,,,
2642,01/09/21 07:04:52 PM,15.7,12.9,40.30,,,,
2643,01/09/21 07:14:52 PM,15.6,12.5,40.28,,,,
2644,01/09/21 07:24:52 PM,15.6,12.5,40.26,,,,
2645,01/09/21 07:34:52 PM,15.5,12.5,40.24,,,,
2646,01/09/21 07:44:52 PM,15.5,12.1,40.21,,,,
2647,01/09/21 07:54:52 PM,15.5,12.5,40.21,,,,
2648,01/09/21 08:04:52 PM,15.5,12.5,40.19,,,,
2649,01/09/21 08:14:52 PM,15.5,12.5,40.15,,,,
2650,01/09/21 08:24:52 PM,15.5,12.1,40.14,,,,
2651,01/09/21 08:34:52 PM,15.5,12.1,40.12,,,,
2652,01/09/21 08:44:52 PM,15.5,12.9,40.06,,,,
2653,01/09/21 08:54:52 PM,15.5,12.5,40.03,,,,
2654,01/09/21 09:04:52 PM,15.5,12.1,40.03,,,,
2655,01/09/21 09:14:52 PM,15.5,12.1,40.03,,,,
2656,01/09/21 09:24:52 PM,15.5,12.1,39.99,,,,
2657,01/09/21 09:34:52 PM,15.5,12.1,39.99,,,,
2658,01/09/21 09:44:52 PM,15.3,12.5,39.92,,,,
2659,01/09/21 09:54:52 PM,15.5,12.1,39.90,,,,
2660,01/09/21 10:04:52 PM,15.4,12.1,39.88,,,,
2661,01/09/21 10:14:52 PM,15.3,12.1,39.88,,,,
2662,01/09/21 10:24:52 PM,15.3,12.5,39.85,,,,
2663,01/09/21 10:34:52 PM,15.3,12.1,39.79,,,,
2664,01/09/21 10:44:52 PM,15.3,12.1,39.79,,,,
2665,01/09/21 10:54:52 PM,15.3,12.2,39.76,,,,
2666,01/09/21 11:04:52 PM,15.3,12.2,39.74,,,,
2667,01/09/21 11:14:52 PM,15.3,12.2,39.74,,,,
2668,01/09/21 11:24:52 PM,15.3,12.2,39.69,,,,
2669,01/09/21 11:34:52 PM,15.3,12.2,39.67,,,,
2670,01/09/21 11:44:52 PM,15.3,12.2,39.65,,,,
2671,01/09/21 11:54:52 PM,15.2,12.2,39.61,,,,
2672,01/10/21 12:04:52 AM,15.2,12.2,39.60,,,,
2673,01/10/21 12:14:52 AM,15.2,12.2,39.60,,,,
2674,01/10/21 12:24:52 AM,15.3,12.2,39.54,,,,
2675,01/10/21 12:34:52 AM,15.2,12.2,39.51,,,,
2676,01/10/21 12:44:52 AM,15.2,12.2,39.49,,,,
2677,01/10/21 12:54:52 AM,15.2,12.5,39.47,,,,
2678,01/10/21 01:04:52 AM,15.2,12.2,39.45,,,,
2679,01/10/21 01:14:52 AM,15.2,12.2,39.45,,,,
2680,01/10/21 01:24:52 AM,15.2,12.2,39.40,,,,
2681,01/10/21 01:34:52 AM,15.2,12.2,39.38,,,,
2682,01/10/21 01:44:52 AM,15.1,12.2,39.36,,,,
2683,01/10/21 01:54:52 AM,15.1,12.2,39.34,,,,
2684,01/10/21 02:04:52 AM,15.1,12.2,39.33,,,,
2685,01/10/21 02:14:52 AM,15.1,12.2,39.27,,,,
2686,01/10/21 02:24:52 AM,15.0,12.2,39.27,,,,
2687,01/10/21 02:34:52 AM,15.1,12.2,39.24,,,,
2688,01/10/21 02:44:52 AM,15.1,12.2,39.24,,,,
2689,01/10/21 02:54:52 AM,15.1,12.2,39.22,,,,
2690,01/10/21 03:04:52 AM,15.0,12.2,39.15,,,,
2691,01/10/21 03:14:52 AM,15.0,12.2,39.15,,,,
2692,01/10/21 03:24:52 AM,15.0,12.2,39.15,,,,
2693,01/10/21 03:34:52 AM,15.1,12.2,39.13,,,,
2694,01/10/21 03:44:52 AM,15.0,12.2,39.09,,,,
2695,01/10/21 03:54:52 AM,15.1,12.2,39.07,,,,
2696,01/10/21 04:04:52 AM,15.0,12.2,39.06,,,,
2697,01/10/21 04:14:52 AM,15.0,12.5,39.07,,,,
2698,01/10/21 04:24:52 AM,15.1,12.2,39.00,,,,
2699,01/10/21 04:34:52 AM,15.0,12.2,38.98,,,,
2700,01/10/21 04:44:52 AM,15.0,12.2,38.95,,,,
2701,01/10/21 04:54:52 AM,15.0,12.2,38.93,,,,
2702,01/10/21 05:04:52 AM,15.0,12.2,38.93,,,,
2703,01/10/21 05:14:52 AM,15.0,12.2,38.89,,,,
2704,01/10/21 05:24:52 AM,15.0,12.2,38.88,,,,
2705,01/10/21 05:34:52 AM,15.0,12.2,38.86,,,,
2706,01/10/21 05:44:52 AM,15.0,12.2,38.88,,,,
2707,01/10/21 05:54:52 AM,15.0,12.2,38.82,,,,
2708,01/10/21 06:04:52 AM,15.0,12.2,38.82,,,,
2709,01/10/21 06:14:52 AM,15.0,12.2,38.79,,,,
2710,01/10/21 06:24:52 AM,15.0,12.2,38.73,,,,
2711,01/10/21 06:34:52 AM,15.0,12.2,38.73,,,,
2712,01/10/21 06:44:52 AM,15.0,12.2,38.71,,,,
2713,01/10/21 06:54:52 AM,15.0,12.2,38.70,,,,
2714,01/10/21 07:04:52 AM,15.0,12.2,38.66,,,,
2715,01/10/21 07:14:52 AM,15.0,12.2,38.62,,,,
2716,01/10/21 07:24:52 AM,15.0,12.2,38.61,,,,
2717,01/10/21 07:34:52 AM,14.9,12.2,38.59,,,,
2718,01/10/21 07:44:52 AM,14.8,12.2,38.55,,,,
2719,01/10/21 07:54:52 AM,14.8,12.2,38.55,,,,
2720,01/10/21 08:04:52 AM,14.8,12.2,38.53,,,,
2721,01/10/21 08:14:52 AM,14.6,12.2,38.53,,,,
2722,01/10/21 08:24:52 AM,14.7,11.8,38.50,,,,
2723,01/10/21 08:34:52 AM,14.6,12.2,38.50,,,,
2724,01/10/21 08:44:52 AM,14.5,11.8,38.48,,,,
2725,01/10/21 08:54:52 AM,14.4,11.8,38.50,,,,
2726,01/10/21 09:04:52 AM,14.4,11.8,38.50,,,,
2727,01/10/21 09:14:52 AM,14.3,11.8,38.50,,,,
2728,01/10/21 09:24:52 AM,14.3,11.4,38.53,,,,
2729,01/10/21 09:34:52 AM,14.3,11.8,38.55,,,,
2730,01/10/21 09:44:52 AM,14.3,11.8,38.55,,,,
2731,01/10/21 09:54:52 AM,14.2,11.8,38.61,,,,
2732,01/10/21 10:04:52 AM,14.2,11.4,38.61,,,,
2733,01/10/21 10:14:52 AM,14.2,11.8,38.62,,,,
2734,01/10/21 10:24:52 AM,14.2,11.4,38.68,,,,
2735,01/10/21 10:34:52 AM,14.1,11.4,38.71,,,,
2736,01/10/21 10:44:52 AM,13.9,11.8,38.84,,,,
2737,01/10/21 10:54:52 AM,13.8,11.4,38.86,,,,
2738,01/10/21 11:04:52 AM,13.8,11.4,39.13,,,,
2739,01/10/21 11:14:52 AM,14.0,11.8,39.58,,,,
2740,01/10/21 11:24:52 AM,13.9,11.8,39.33,,,,
2741,01/10/21 11:34:52 AM,14.2,11.8,39.22,,,,
2742,01/10/21 11:44:52 AM,14.3,11.8,39.24,,,,
2743,01/10/21 11:54:52 AM,14.5,11.8,39.25,,,,
2744,01/10/21 12:04:52 PM,14.4,12.2,39.24,,,,
2745,01/10/21 12:14:52 PM,14.5,12.2,39.29,,,,
2746,01/10/21 12:24:52 PM,14.5,12.2,39.33,,,,
2747,01/10/21 12:34:52 PM,14.5,11.8,39.34,,,,
2748,01/10/21 12:44:52 PM,14.5,11.8,39.38,,,,
2749,01/10/21 12:54:52 PM,14.5,12.2,39.40,,,,
2750,01/10/21 01:04:52 PM,14.5,12.2,39.42,,,,
2751,01/10/21 01:14:52 PM,14.7,11.4,39.47,,,,
2752,01/10/21 01:24:52 PM,14.8,12.2,39.49,,,,
2753,01/10/21 01:34:52 PM,14.8,12.2,39.52,,,,
2754,01/10/21 01:44:52 PM,14.8,12.2,39.58,,,,
2755,01/10/21 01:54:52 PM,14.9,12.2,39.60,,,,
2756,01/10/21 02:04:52 PM,14.8,12.2,39.63,,,,
2757,01/10/21 02:14:52 PM,14.9,12.2,39.65,,,,
2758,01/10/21 02:24:52 PM,14.9,12.2,39.69,,,,
2759,01/10/21 02:34:52 PM,15.0,12.2,39.74,,,,
2760,01/10/21 02:44:52 PM,15.0,12.1,39.78,,,,
2761,01/10/21 02:54:52 PM,15.0,12.1,39.78,,,,
2762,01/10/21 03:04:52 PM,15.1,12.1,39.81,,,,
2763,01/10/21 03:14:52 PM,15.1,12.1,39.79,,,,
2764,01/10/21 03:24:52 PM,15.2,12.1,39.87,,,,
2765,01/10/21 03:34:52 PM,15.3,12.1,39.87,,,,
2766,01/10/21 03:44:52 PM,15.3,12.1,39.88,,,,
2767,01/10/21 03:54:52 PM,15.3,12.1,39.88,,,,
2768,01/10/21 04:04:52 PM,15.5,12.9,39.90,,,,
2769,01/10/21 04:14:52 PM,15.5,12.1,39.90,,,,
2770,01/10/21 04:24:52 PM,15.5,12.1,39.90,,,,
2771,01/10/21 04:34:52 PM,15.5,12.5,39.92,,,,
2772,01/10/21 04:44:52 PM,15.6,12.9,39.92,,,,
2773,01/10/21 04:54:52 PM,15.7,12.9,39.92,,,,
2774,01/10/21 05:04:52 PM,15.7,12.9,39.94,,,,
2775,01/10/21 05:14:52 PM,15.7,12.9,39.92,,,,
2776,01/10/21 05:24:52 PM,15.8,12.5,39.92,,,,
2777,01/10/21 05:34:52 PM,15.9,12.9,39.90,,,,
2778,01/10/21 05:44:52 PM,15.9,12.9,39.88,,,,
2779,01/10/21 05:54:52 PM,15.9,12.9,39.88,,,,
2780,01/10/21 06:04:52 PM,16.0,12.9,39.87,,,,
2781,01/10/21 06:14:52 PM,16.0,12.9,39.87,,,,
2782,01/10/21 06:24:52 PM,15.9,12.5,39.85,,,,
2783,01/10/21 06:34:52 PM,15.9,12.9,39.85,,,,
2784,01/10/21 06:44:52 PM,15.9,12.9,39.81,,,,
2785,01/10/21 06:54:52 PM,15.9,12.9,39.79,,,,
2786,01/10/21 07:04:52 PM,15.9,12.9,39.78,,,,
2787,01/10/21 07:14:52 PM,15.8,12.9,39.78,,,,
2788,01/10/21 07:24:52 PM,15.8,12.9,39.76,,,,
2789,01/10/21 07:34:52 PM,15.8,12.9,39.76,,,,
2790,01/10/21 07:44:52 PM,15.8,12.5,39.72,,,,
2791,01/10/21 07:54:52 PM,15.8,12.5,39.69,,,,
2792,01/10/21 08:04:52 PM,15.8,12.9,39.67,,,,
2793,01/10/21 08:14:52 PM,15.7,12.9,39.67,,,,
2794,01/10/21 08:24:52 PM,15.8,12.5,39.67,,,,
2795,01/10/21 08:34:52 PM,15.8,12.9,39.61,,,,
2796,01/10/21 08:44:52 PM,15.7,12.9,39.61,,,,
2797,01/10/21 08:54:52 PM,15.7,12.5,39.58,,,,
2798,01/10/21 09:04:52 PM,15.7,12.5,39.58,,,,
2799,01/10/21 09:14:52 PM,15.7,12.9,39.58,,,,
2800,01/10/21 09:24:52 PM,15.7,12.9,39.51,,,,
2801,01/10/21 09:34:52 PM,15.7,12.5,39.49,,,,
2802,01/10/21 09:44:52 PM,15.7,12.5,39.47,,,,
2803,01/10/21 09:54:52 PM,15.7,12.5,39.42,,,,
2804,01/10/21 10:04:52 PM,15.6,12.9,39.40,,,,
2805,01/10/21 10:14:52 PM,15.7,12.5,39.40,,,,
2806,01/10/21 10:24:52 PM,15.6,12.5,39.38,,,,
2807,01/10/21 10:34:52 PM,15.6,12.5,39.34,,,,
2808,01/10/21 10:44:52 PM,15.5,12.5,39.29,,,,
2809,01/10/21 10:54:52 PM,15.5,12.5,39.29,,,,
2810,01/10/21 11:04:52 PM,15.5,12.5,39.24,,,,
2811,01/10/21 11:14:52 PM,15.5,12.5,39.25,,,,
2812,01/10/21 11:24:52 PM,15.5,12.9,39.24,,,,
2813,01/10/21 11:34:52 PM,15.5,12.5,39.20,,,,
2814,01/10/21 11:44:52 PM,15.5,12.5,39.18,,,,
2815,01/10/21 11:54:52 PM,15.5,12.2,39.15,,,,
2816,01/11/21 12:04:52 AM,15.5,12.2,39.13,,,,
2817,01/11/21 12:14:52 AM,15.5,12.2,39.11,,,,
2818,01/11/21 12:24:52 AM,15.5,12.2,39.07,,,,
2819,01/11/21 12:34:52 AM,15.5,12.5,39.02,,,,
2820,01/11/21 12:44:52 AM,15.4,12.5,39.00,,,,
2821,01/11/21 12:54:52 AM,15.4,12.2,38.97,,,,
2822,01/11/21 01:04:52 AM,15.3,12.2,38.97,,,,
2823,01/11/21 01:14:52 AM,15.4,12.5,38.95,,,,
2824,01/11/21 01:24:52 AM,15.3,12.2,38.93,,,,
2825,01/11/21 01:34:52 AM,15.3,12.2,38.88,,,,
2826,01/11/21 01:44:52 AM,15.3,12.2,38.88,,,,
2827,01/11/21 01:54:52 AM,15.3,12.2,38.84,,,,
2828,01/11/21 02:04:52 AM,15.4,12.2,38.82,,,,
2829,01/11/21 02:14:52 AM,15.3,12.2,38.80,,,,
2830,01/11/21 02:24:52 AM,15.3,12.2,38.79,,,,
2831,01/11/21 02:34:52 AM,15.3,12.2,38.79,,,,
2832,01/11/21 02:44:52 AM,15.3,12.5,38.75,,,,
2833,01/11/21 02:54:52 AM,15.3,12.2,38.79,,,,
2834,01/11/21 03:04:52 AM,15.3,12.2,38.79,,,,
2835,01/11/21 03:14:52 AM,15.3,12.2,38.75,,,,
2836,01/11/21 03:24:52 AM,15.3,12.2,38.75,,,,
2837,01/11/21 03:34:52 AM,15.3,12.2,38.73,,,,
2838,01/11/21 03:44:52 AM,15.3,12.2,38.70,,,,
2839,01/11/21 03:54:52 AM,15.3,12.2,38.70,,,,
2840,01/11/21 04:04:52 AM,15.3,12.2,38.66,,,,
2841,01/11/21 04:14:52 AM,15.3,12.2,38.62,,,,
2842,01/11/21 04:24:52 AM,15.3,12.2,38.61,,,,
2843,01/11/21 04:34:52 AM,15.3,12.2,38.61,,,,
2844,01/11/21 04:44:52 AM,15.3,12.5,38.55,,,,
2845,01/11/21 04:54:52 AM,15.3,12.2,38.57,,,,
2846,01/11/21 05:04:52 AM,15.2,12.5,38.53,,,,
2847,01/11/21 05:14:52 AM,15.2,12.2,38.53,,,,
2848,01/11/21 05:24:52 AM,15.3,12.2,38.50,,,,
2849,01/11/21 05:34:52 AM,15.3,12.2,38.46,,,,
2850,01/11/21 05:44:52 AM,15.2,12.2,38.48,,,,
2851,01/11/21 05:54:52 AM,15.3,12.2,38.44,,,,
2852,01/11/21 06:04:52 AM,15.3,12.2,38.44,,,,
2853,01/11/21 06:14:52 AM,15.3,12.2,38.44,,,,
2854,01/11/21 06:24:52 AM,15.2,12.2,38.44,,,,
2855,01/11/21 06:34:52 AM,15.3,12.2,38.43,,,,
2856,01/11/21 06:44:52 AM,15.2,12.2,38.44,,,,
2857,01/11/21 06:54:52 AM,15.2,12.2,38.41,,,,
2858,01/11/21 07:04:52 AM,15.2,12.5,38.44,,,,
2859,01/11/21 07:14:52 AM,15.3,12.2,38.44,,,,
2860,01/11/21 07:24:52 AM,15.3,12.5,38.44,,,,
2861,01/11/21 07:34:52 AM,15.2,12.2,38.46,,,,
2862,01/11/21 07:44:52 AM,15.2,12.2,38.46,,,,
2863,01/11/21 07:54:52 AM,15.2,12.5,38.48,,,,
2864,01/11/21 08:04:52 AM,15.1,12.2,38.53,,,,
2865,01/11/21 08:14:52 AM,15.0,12.2,38.55,,,,
2866,01/11/21 08:24:52 AM,15.0,12.2,38.57,,,,
2867,01/11/21 08:34:52 AM,14.8,12.2,38.61,,,,
2868,01/11/21 08:44:52 AM,14.6,12.2,38.59,,,,
2869,01/11/21 08:54:52 AM,14.5,12.2,38.62,,,,
2870,01/11/21 09:04:52 AM,14.4,11.4,38.70,,,,
2871,01/11/21 09:14:52 AM,14.3,12.2,38.68,,,,
2872,01/11/21 09:24:52 AM,14.3,11.8,38.73,,,,
2873,01/11/21 09:34:52 AM,14.0,11.4,38.79,,,,
2874,01/11/21 09:44:52 AM,13.9,11.8,38.84,,,,
2875,01/11/21 09:54:52 AM,13.8,11.4,38.82,,,,
2876,01/11/21 10:04:52 AM,13.7,11.0,38.89,,,,
2877,01/11/21 10:14:52 AM,13.6,11.4,38.88,,,,
2878,01/11/21 10:24:52 AM,13.7,11.4,38.95,,,,
2879,01/11/21 10:34:52 AM,13.7,11.4,38.95,,,,
2880,01/11/21 10:44:52 AM,13.7,11.4,38.98,,,,
2881,01/11/21 10:54:52 AM,13.8,11.4,39.02,,,,
2882,01/11/21 11:04:52 AM,13.7,11.4,38.98,,,,
2883,01/11/21 11:14:52 AM,13.8,11.4,38.97,,,,
2884,01/11/21 11:24:52 AM,13.8,11.4,39.00,,,,
2885,01/11/21 11:34:52 AM,13.7,11.8,39.00,,,,
2886,01/11/21 11:44:52 AM,13.6,11.4,38.95,,,,
2887,01/11/21 11:54:52 AM,13.5,11.0,38.89,,,,
2888,01/11/21 12:04:52 PM,13.5,11.0,38.89,,,,
2889,01/11/21 12:14:52 PM,13.5,11.0,38.98,,,,
2890,01/11/21 12:24:52 PM,13.5,11.0,39.02,,,,
2891,01/11/21 12:34:52 PM,13.4,11.4,39.22,,,,
2892,01/11/21 12:44:52 PM,13.3,11.0,39.34,,,,
2893,01/11/21 12:54:52 PM,13.4,11.0,39.49,,,,
2894,01/11/21 01:04:52 PM,13.5,11.0,39.42,,,,
