"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","WESD","WESF"
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-10-09",,,"0.05",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-10-10",,,"0.00",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-10-11",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-10-13",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-10-14",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-10-15",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-10-16",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-10-17",,,"0.13",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-10-18",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-10-19",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-10-20",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-10-21",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-10-22",,,"0.10",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-10-23",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-10-24",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-10-25",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-10-26",,,"0.28",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-10-27",,,"0.00",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-10-28",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-10-29",,,"0.40",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-10-30",,,"0.27",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-10-31",,,"0.02",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-11-01",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-11-02",,,"0.06",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-11-03",,,"0.08",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-11-04",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-11-05",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-11-06",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-11-07",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-11-08",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-11-09",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-11-10",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-11-11",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-11-12",,,"0.82",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-11-13",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-11-14",,,"0.00",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-11-15",,,"0.00",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-11-19",,,"0.02",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-11-20",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-11-21",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-11-22",,,"0.01",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-11-23",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-11-24",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-11-25",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-11-26",,,"0.03",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-11-27",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-11-28",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-11-29",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-11-30",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-01",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-02",,,"0.03",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-03",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-04",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-05",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-07",,,"0.02",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-08",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-09",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-10",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-11",,,"0.23",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-12",,,"0.27",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-13",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-14",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-15",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-16",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-17",,,"0.00",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-18",,,"0.00",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-19",,,"0.15",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-20",,,"0.00",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-21",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-22",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-23",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-24",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-25",,,"0.00",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-26",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-27",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-28",,,"0.04",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-29",,,"0.02",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-30",,,"0.22",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-12-31",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2022-01-01",,,"0.53",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2022-01-02",,,"0.81",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2022-01-03",,,"0.68","0.8",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2022-01-04",,,"0.29",,"1.2",,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2022-01-05",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2022-01-06",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2022-01-07",,,"0.19","1.2","1.2",,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2022-01-08",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2022-01-09",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2022-01-10",,,"0.31",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2022-01-11",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2022-01-12",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2022-01-13",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2022-01-27","   14","0.97",,,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2022-01-28",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2022-01-29",,,"0.02","0.3",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2022-01-30",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2022-01-31",,,"0.00","0.0",,,
